gm_dataset_name,gm_well_category,gm_data_source,gm_well_id,gm_chemical_vvl,gm_chemical_name,gm_result_modifier,gm_result,gm_result_units,gm_samp_collection_date,gm_reporting_limit,gm_latitude,gm_longitude,reference_date,days_since_first_measurement,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,18S37E34A001SM,PB,Lead,NA,0,UG/L,11/17/1945,1,36.3291,-117.947,11/17/1945,0,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,14S20E10M001M,PB,Lead,NA,0,UG/L,5/2/1947,1,36.7286,-119.787,11/17/1945,531,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,14S21E06E001M,PB,Lead,NA,0,UG/L,5/2/1947,1,36.7463,-119.736,11/17/1945,531,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N02W36R001S,PB,Lead,NA,0,UG/L,12/18/1951,1,34.9095,-117.035,11/17/1945,2222,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N01W32P003S,PB,Lead,NA,0,UG/L,12/18/1951,1,34.9095,-117.008,11/17/1945,2222,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,17S08E32F001SS,PB,Lead,NA,0,UG/L,4/13/1952,1,32.651,-116.192,11/17/1945,2339,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,18S08E07J002SS,PB,Lead,NA,0,UG/L,5/12/1952,1,32.6183,-116.201,11/17/1945,2368,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N02W14A001M,PB,Lead,NA,0,UG/L,7/2/1953,1,38.7216,-122.046,11/17/1945,2784,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N02W18F002M,PB,Lead,NA,0,UG/L,7/3/1953,1,38.7141,-122.129,11/17/1945,2785,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12N03W18G001M,PB,Lead,NA,0,UG/L,7/3/1953,1,38.8916,-122.233,11/17/1945,2785,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11N03W26M002M,PB,Lead,NA,0,UG/L,7/3/1953,1,38.7723,-122.168,11/17/1945,2785,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,43N16E13B001M,PB,Lead,NA,0,UG/L,7/13/1954,1,41.5994,-120.096,11/17/1945,3160,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,42N17E06P001M,PB,Lead,NA,0,UG/L,8/13/1954,1,41.5309,-120.083,11/17/1945,3191,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,05N04W27H002M,PB,Lead,NA,0,UG/L,8/17/1954,1,38.2517,-122.285,11/17/1945,3195,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N01E29L002H,PB,Lead,NA,0,UG/L,8/18/1954,1,41.2213,-124.091,11/17/1945,3196,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N01E29M00?H,PB,Lead,NA,0,UG/L,8/18/1954,1,41.2214,-124.095,11/17/1945,3196,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N01E04C00?H,PB,Lead,NA,0,UG/L,8/18/1954,1,41.2864,-124.072,11/17/1945,3196,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N01E05C00?H,PB,Lead,NA,0,UG/L,8/18/1954,1,41.2864,-124.091,11/17/1945,3196,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11N01E32J00?H,PB,Lead,NA,0,UG/L,8/19/1954,1,41.2942,-124.081,11/17/1945,3197,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,16N01W21M001H,PB,Lead,NA,0,UG/L,8/20/1954,1,41.7612,-124.192,11/17/1945,3198,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06N01E07M001H,PB,Lead,NA,0,UG/L,8/20/1954,1,40.9193,-124.115,11/17/1945,3198,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06N01E30N001H,PB,Lead,NA,0,UG/L,8/20/1954,1,40.8706,-124.114,11/17/1945,3198,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,05N01W16L001H,PB,Lead,NA,0,UG/L,8/20/1954,1,40.81,-124.187,11/17/1945,3198,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,03N01W30N001H,PB,Lead,NA,0,UG/L,8/21/1954,1,40.6104,-124.231,11/17/1945,3199,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,03N02W02A002H,PB,Lead,NA,0,UG/L,8/21/1954,1,40.672,-124.253,11/17/1945,3199,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,03N01W18D002H,PB,Lead,NA,0,UG/L,8/21/1954,1,40.6431,-124.23,11/17/1945,3199,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N13W22A001S,PB,Lead,NA,0,UG/L,11/18/1954,1,34.863,-118.239,11/17/1945,3288,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09S06E06X001SS,PB,Lead,NA,0,UG/L,1/25/1955,1,33.4221,-116.39,11/17/1945,3356,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S01E34M001M,PB,Lead,NA,0,UG/L,6/7/1955,1,36.9302,-121.853,11/17/1945,3489,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S07E11F001S,PB,Lead,NA,0,UG/L,2/7/1956,1,33.5825,-116.224,11/17/1945,3734,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,27N03W33E001M,PB,Lead,NA,0,UG/L,7/18/1956,1,40.1519,-122.214,11/17/1945,3896,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,19S41E16G001M,PB,Lead,NA,0,UG/L,1/24/1957,1,36.2827,-117.538,11/17/1945,4086,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,03S28E25A001SM,PB,Lead,NA,0,UG/L,5/17/1957,1,37.6646,-118.83,11/17/1945,4199,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N08E14N002M,PB,Lead,NA,0,UG/L,9/17/1957,1,41.125,-121.026,11/17/1945,4322,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N08E14P001M,PB,Lead,NA,0,UG/L,9/18/1957,1,41.125,-121.021,11/17/1945,4323,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N09E21Q001SM,PB,Lead,NA,0,UG/L,9/18/1957,1,41.1976,-120.94,11/17/1945,4323,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,40N07E24R001M,PB,Lead,NA,0,UG/L,9/18/1957,1,41.2848,-121.107,11/17/1945,4323,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,40N07E27H001M,PB,Lead,NA,0,UG/L,9/18/1957,1,41.2775,-121.145,11/17/1945,4323,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N07E12K001M,PB,Lead,NA,0,UG/L,9/19/1957,1,41.1431,-121.112,11/17/1945,4324,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,37N10E28E001M,PB,Lead,NA,0,UG/L,9/19/1957,1,41.0159,-120.835,11/17/1945,4324,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N07E23D001M,PB,Lead,NA,0,UG/L,9/19/1957,1,41.1212,-121.14,11/17/1945,4324,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,20N15E20E002SM,PB,Lead,NA,0,UG/L,10/14/1957,1,39.573,-120.343,11/17/1945,4349,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,20N15E20E001SM,PB,Lead,NA,0,UG/L,10/14/1957,1,39.573,-120.343,11/17/1945,4349,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,22N15E32F001M,PB,Lead,NA,0,UG/L,10/15/1957,1,39.7209,-120.326,11/17/1945,4350,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,21N15E05D001M,PB,Lead,NA,0,UG/L,10/15/1957,1,39.7101,-120.331,11/17/1945,4350,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,22N14E25H001M,PB,Lead,NA,0,UG/L,10/16/1957,1,39.7353,-120.354,11/17/1945,4351,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,22N14E32H001SM,PB,Lead,NA,0,UG/L,10/18/1957,1,39.7209,-120.428,11/17/1945,4353,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,43N05W09C001M,PB,Lead,NA,0,UG/L,5/6/1958,1,41.5936,-122.432,11/17/1945,4553,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,37N04E01K001M,PB,Lead,NA,0,UG/L,5/24/1958,1,41.0704,-121.455,11/17/1945,4571,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,37N05E09P001M,PB,Lead,NA,0,UG/L,5/24/1958,1,41.0523,-121.403,11/17/1945,4571,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N05E35C001M,PB,Lead,NA,0,UG/L,5/26/1958,1,41.0922,-121.364,11/17/1945,4573,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,40N13E31E001M,PB,Lead,NA,0,UG/L,6/2/1958,1,41.263,-120.53,11/17/1945,4580,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,45N16E17M001M,PB,Lead,NA,0,UG/L,6/6/1958,1,41.7679,-120.177,11/17/1945,4584,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,27N16E11E001M,PB,Lead,NA,0,UG/L,6/11/1958,1,40.2099,-120.151,11/17/1945,4589,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,29N14E23J002M,PB,Lead,NA,0,UG/L,6/12/1958,1,40.3544,-120.359,11/17/1945,4590,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N17E07A003M,PB,Lead,NA,0,UG/L,6/13/1958,1,41.2666,-120.073,11/17/1945,4591,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N17E07A001M,PB,Lead,NA,0,UG/L,6/13/1958,1,41.2666,-120.073,11/17/1945,4591,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N17E29G001M,PB,Lead,NA,0,UG/L,6/13/1958,1,41.2195,-120.058,11/17/1945,4591,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N17E07A002M,PB,Lead,NA,0,UG/L,6/13/1958,1,41.2666,-120.073,11/17/1945,4591,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N04E19F001M,PB,Lead,NA,0,UG/L,6/24/1958,1,41.1176,-121.555,11/17/1945,4602,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N07E23D001M,PB,Lead,NA,0,UG/L,6/25/1958,1,41.1212,-121.14,11/17/1945,4603,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N05E09M001SM,PB,Lead,NA,0,UG/L,6/25/1958,1,41.2303,-121.407,11/17/1945,4603,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,45N14E20A001M,PB,Lead,NA,0,UG/L,6/26/1958,1,41.7295,-120.373,11/17/1945,4604,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07N05E07C001M,PB,Lead,NA,0,UG/L,6/30/1958,1,38.4721,-121.47,11/17/1945,4608,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,29N15E23K001M,PB,Lead,NA,0,UG/L,7/8/1958,1,40.3544,-120.25,11/17/1945,4616,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,29N15E24F001M,PB,Lead,NA,0,UG/L,7/8/1958,1,40.358,-120.236,11/17/1945,4616,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,29N15E18J002M,PB,Lead,NA,0,UG/L,7/8/1958,1,40.3689,-120.321,11/17/1945,4616,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,28N15E06G001M,PB,Lead,NA,0,UG/L,7/10/1958,1,40.3142,-120.326,11/17/1945,4618,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,28N16E08B001M,PB,Lead,NA,0,UG/L,7/10/1958,1,40.3032,-120.194,11/17/1945,4618,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,28N13E11K001M,PB,Lead,NA,0,UG/L,7/15/1958,1,40.296,-120.476,11/17/1945,4623,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,38N07E26A001M,PB,Lead,NA,0,UG/L,7/16/1958,1,41.1067,-121.126,11/17/1945,4624,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,31N13E18G001M,PB,Lead,NA,0,UG/L,7/16/1958,1,40.5478,-120.552,11/17/1945,4624,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,22N17E11M001M,PB,Lead,NA,0,UG/L,7/18/1958,1,39.7747,-120.054,11/17/1945,4626,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,46N14E32J001M,PB,Lead,NA,0,UG/L,7/31/1958,1,41.7839,-120.378,11/17/1945,4639,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,48N14E35A002M,PB,Lead,NA,0,UG/L,8/2/1958,1,41.9654,-120.32,11/17/1945,4641,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,47N14E02G005M,PB,Lead,NA,0,UG/L,8/2/1958,1,41.9473,-120.325,11/17/1945,4641,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,41N11E21P001M,PB,Lead,NA,0,UG/L,8/4/1958,1,41.3715,-120.71,11/17/1945,4643,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,42N10E29H001M,PB,Lead,NA,0,UG/L,8/5/1958,1,41.4511,-120.836,11/17/1945,4644,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,42N10E13G001M,PB,Lead,NA,0,UG/L,8/5/1958,1,41.48,-120.763,11/17/1945,4644,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,01N23E09E002S,PB,Lead,NA,0,UG/L,9/5/1958,1,34.1889,-114.576,11/17/1945,4675,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,44N16E06E002M,PB,Lead,NA,0,UG/L,9/10/1958,1,41.713,-120.198,11/17/1945,4680,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,43N16E16L001M,PB,Lead,NA,0,UG/L,9/10/1958,1,41.5922,-120.158,11/17/1945,4680,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,46N16E29E001M,PB,Lead,NA,0,UG/L,9/11/1958,1,41.8288,-120.171,11/17/1945,4681,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,39N17E33D004M,PB,Lead,NA,0,UG/L,9/11/1958,1,41.2087,-120.047,11/17/1945,4681,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07N14E07D0S1M,PB,Lead,NA,0,UG/L,10/2/1958,1,38.4797,-120.481,11/17/1945,4702,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,43N16E12D001M,PB,Lead,NA,0,UG/L,5/5/1959,1,41.6141,-120.105,11/17/1945,4917,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,43N16E13B001M,PB,Lead,NA,0,UG/L,5/5/1959,1,41.5994,-120.096,11/17/1945,4917,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06N04W32H001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.5674,-117.317,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06N04W19G002S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.5965,-117.339,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06N04W29M001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.5758,-117.329,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01W05J004S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.8989,-116.999,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01W09H001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.8876,-116.981,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01W10E001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.8844,-116.98,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01W04J001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.8958,-116.98,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,08N04W32E003S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.742,-117.331,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N03W34D001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.833,-117.189,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N01W32Q001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.9078,-117.006,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N02W01F004S,PB,Lead,NA,20,UG/L,5/6/1959,1,34.8997,-117.043,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N02W01C001S,PB,Lead,NA,0,UG/L,5/6/1959,1,34.9058,-117.043,11/17/1945,4918,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,42N17E06P001M,PB,Lead,NA,0,UG/L,5/7/1959,1,41.5309,-120.083,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,44N15E24B001M,PB,Lead,NA,10,UG/L,5/7/1959,1,41.6726,-120.208,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N02E03K001S,PB,Lead,NA,0,UG/L,5/7/1959,1,34.9011,-116.759,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10N03E27Q001S,PB,Lead,NA,0,UG/L,5/7/1959,1,34.9245,-116.652,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01E15N002S,PB,Lead,NA,0,UG/L,5/7/1959,1,34.8667,-116.871,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01W13H001S,PB,Lead,NA,0,UG/L,5/7/1959,1,34.8731,-116.928,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N01W13H002S,PB,Lead,NA,0,UG/L,5/7/1959,1,34.8705,-116.929,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,09N02E18E001S,PB,Lead,NA,0,UG/L,5/7/1959,1,34.8725,-116.818,11/17/1945,4919,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,05N04W04G001S,PB,Lead,NA,0,UG/L,5/8/1959,1,34.5517,-117.302,11/17/1945,4920,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S13E04P001M,PB,Lead,NA,0,UG/L,5/13/1959,1,37.3466,-120.55,11/17/1945,4925,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,34N15E13C001M,PB,Lead,NA,10,UG/L,5/19/1959,1,40.8141,-120.236,11/17/1945,4931,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06S12E23H001M,PB,Lead,NA,0,UG/L,5/26/1959,1,37.3994,-120.615,11/17/1945,4938,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06S12E21N001M,PB,Lead,NA,0,UG/L,5/27/1959,1,37.3899,-120.667,11/17/1945,4939,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S12E08E001M,PB,Lead,NA,0,UG/L,6/15/1959,1,37.3422,-120.686,11/17/1945,4958,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S12E22H001M,PB,Lead,NA,0,UG/L,6/16/1959,1,37.3102,-120.632,11/17/1945,4959,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S12E19A001M,PB,Lead,NA,0,UG/L,6/16/1959,1,37.3141,-120.69,11/17/1945,4959,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S13E19H001M,PB,Lead,NA,0,UG/L,6/16/1959,1,37.313,-120.578,11/17/1945,4959,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,28N03W08G00?M,PB,Lead,NA,0,UG/L,6/16/1959,1,40.2974,-122.224,11/17/1945,4959,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S11E14G001M,PB,Lead,NA,0,UG/L,6/18/1959,1,37.3244,-120.728,11/17/1945,4961,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,28N03W21R00?M,PB,Lead,NA,0,UG/L,6/19/1959,1,40.2611,-122.2,11/17/1945,4962,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,03S06E04N001M,PB,Lead,NA,0,UG/L,7/1/1959,1,37.6954,-121.328,11/17/1945,4974,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06S11E36P001M,PB,Lead,NA,0,UG/L,7/6/1959,1,37.363,-120.715,11/17/1945,4979,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06S11E27K001M,PB,Lead,NA,0,UG/L,7/6/1959,1,37.3805,-120.748,11/17/1945,4979,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S11E04M001M,PB,Lead,NA,10,UG/L,7/6/1959,1,37.3494,-120.778,11/17/1945,4979,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06S13E31F001M,PB,Lead,NA,0,UG/L,7/7/1959,1,37.3686,-120.585,11/17/1945,4980,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,06S13E06N001M,PB,Lead,NA,0,UG/L,7/7/1959,1,37.4335,-120.594,11/17/1945,4980,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S13E22C001M,PB,Lead,NA,0,UG/L,7/8/1959,1,37.3163,-120.535,11/17/1945,4981,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S14E31M001M,PB,Lead,NA,0,UG/L,7/8/1959,1,37.2805,-120.484,11/17/1945,4981,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S12E03F001M,PB,Lead,NA,0,UG/L,7/8/1959,1,37.3533,-120.643,11/17/1945,4981,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S14E09R001M,PB,Lead,NA,0,UG/L,7/9/1959,1,37.3341,-120.437,11/17/1945,4982,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S15E30E001M,PB,Lead,NA,20,UG/L,7/13/1959,1,37.2963,-120.375,11/17/1945,4986,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S15E18K001M,PB,Lead,NA,0,UG/L,7/13/1959,1,37.3222,-120.367,11/17/1945,4986,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S14E28A002M,PB,Lead,NA,0,UG/L,7/14/1959,1,37.3005,-120.436,11/17/1945,4987,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,20N01E04J001M,PB,Lead,NA,0,UG/L,7/21/1959,1,39.6178,-121.859,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S15E22F001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.8741,-120.32,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S15E27G001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.8616,-120.32,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S14E16A001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.9811,-120.441,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S14E01A001M,PB,Lead,NA,0,UG/L,7/21/1959,1,37.0095,-120.388,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S15E04F001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.9193,-120.343,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S15E23L001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.959,-120.306,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S14E34H001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.8472,-120.424,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,10S16E24H001M,PB,Lead,NA,0,UG/L,7/21/1959,1,37.0492,-120.17,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S15E29H001M,PB,Lead,NA,0,UG/L,7/21/1959,1,36.9458,-120.348,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S15E34R001M,PB,Lead,NA,0,UG/L,7/21/1959,1,37.2736,-120.307,11/17/1945,4994,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S19E32B001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.8508,-119.921,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S17E07L001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.9013,-120.161,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S18E14J001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.8869,-119.971,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,13S16E02C002M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.8305,-120.207,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S16E25P001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.8544,-120.18,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,13S17E05P002M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.8233,-120.142,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,12S18E07L001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.9013,-120.052,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S18E20E001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.9626,-120.039,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S18E17H001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.977,-120.025,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,11S17E25B001M,PB,Lead,NA,0,UG/L,7/23/1959,1,36.9518,-120.066,11/17/1945,4996,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,07S11E04M001M,PB,Lead,NA,0,UG/L,7/27/1959,1,37.3494,-120.778,11/17/1945,5000,,,,,,,,,,
DWR,"WATER SUPPLY, OTHER",WDL,44N05W32F001M,PB,Lead,NA,10,UG/L,7/29/1959,1,41.6191,-122.451,11/17/1945,5002,,,,,,,,,,
